iter	Passed	Remaining
377	2342	3854
378	2348	3848
379	2354	3841
380	2359	3833
381	2365	3826
382	2371	3819
383	2376	3812
384	2382	3805
385	2387	3798
386	2393	3791
387	2399	3784
388	2405	3778
389	2412	3772
390	2418	3766
391	2424	3759
392	2430	3753
393	2436	3747
394	2442	3740
395	2448	3734
396	2453	3727
397	2459	3719
398	2464	3712
399	2470	3705
400	2475	3697
401	2481	3690
402	2486	3684
403	2493	3677
404	2498	3670
405	2503	3662
406	2509	3655
407	2514	3648
408	2519	3641
409	2525	3634
410	2530	3626
411	2536	3619
412	2541	3612
413	2547	3605
414	2553	3598
415	2558	3591
416	2563	3584
417	2569	3577
418	2574	3569
419	2579	3562
420	2584	3555
421	2590	3548
422	2596	3541
423	2601	3534
424	2607	3527
425	2614	3522
426	2620	3516
427	2626	3509
428	2632	3503
429	2638	3497
430	2643	3490
431	2648	3482
432	2653	3475
433	2659	3467
434	2664	3460
435	2669	3452
436	2674	3445
437	2679	3437
438	2684	3430
439	2689	3423
440	2694	3416
441	2700	3408
442	2705	3401
443	2710	3394
444	2715	3386
445	2720	3378
446	2725	3371
447	2730	3364
448	2735	3356
449	2741	3350
450	2746	3343
451	2751	3335
452	2756	3328
453	2762	3322
454	2767	3315
455	2773	3308
456	2779	3302
457	2784	3295
458	2790	3289
459	2796	3282
460	2802	3276
461	2807	3269
462	2813	3262
463	2819	3257
464	2826	3251
465	2832	3245
466	2838	3239
467	2845	3234
468	2852	3229
469	2858	3223
470	2864	3217
471	2870	3210
472	2876	3204
473	2882	3198
474	2887	3191
475	2893	3185
476	2899	3179
477	2905	3173
478	2911	3166
479	2917	3160
480	2922	3153
481	2928	3147
482	2934	3141
483	2940	3135
484	2946	3128
485	2952	3122
486	2958	3116
487	2964	3109
488	2969	3103
489	2975	3096
490	2980	3089
491	2986	3083
492	2991	3076
493	2997	3070
494	3003	3063
495	3008	3057
496	3014	3050
497	3020	3044
498	3026	3038
499	3032	3032
500	3038	3026
501	3044	3020
502	3050	3014
503	3055	3007
504	3061	3000
505	3067	2994
506	3073	2988
507	3078	2981
508	3084	2975
509	3089	2968
510	3094	2961
511	3099	2954
512	3105	2948
513	3111	2941
514	3116	2935
515	3122	2928
516	3127	2922
517	3133	2915
518	3138	2909
519	3144	2902
520	3150	2896
521	3155	2889
522	3161	2883
523	3166	2876
524	3171	2869
525	3177	2863
526	3182	2856
527	3188	2850
528	3194	2843
529	3201	2838
530	3208	2833
531	3214	2828
532	3220	2822
533	3227	2816
534	3234	2811
535	3240	2805
536	3246	2799
537	3252	2792
538	3258	2786
539	3264	2780
540	3269	2774
541	3275	2767
542	3281	2761
543	3286	2754
544	3292	2748
545	3298	2742
546	3304	2736
547	3309	2730
548	3315	2723
549	3321	2717
550	3327	2711
551	3333	2705
552	3338	2698
553	3344	2692
554	3349	2686
555	3355	2679
556	3360	2673
557	3366	2666
558	3372	2660
559	3377	2654
560	3383	2647
561	3388	2641
562	3394	2634
563	3400	2628
564	3405	2622
565	3411	2616
566	3417	2610
567	3424	2604
568	3430	2598
569	3437	2592
570	3443	2586
571	3448	2580
572	3454	2574
573	3460	2568
574	3465	2561
575	3471	2555
576	3477	2549
577	3483	2543
578	3488	2536
579	3494	2530
580	3499	2523
581	3505	2517
582	3510	2511
583	3516	2504
584	3522	2498
585	3528	2492
586	3533	2486
587	3539	2480
588	3545	2473
589	3551	2468
590	3557	2461
591	3563	2455
592	3568	2449
593	3574	2442
594	3579	2436
595	3585	2430
596	3590	2423
597	3596	2417
598	3602	2411
599	3608	2405
600	3615	2400
601	3620	2393
602	3626	2387
603	3633	2382
604	3639	2376
605	3645	2369
606	3650	2363
607	3656	2357
608	3662	2351
609	3668	2345
610	3674	2339
611	3680	2333
612	3686	2327
613	3692	2321
614	3698	2315
615	3704	2309
616	3710	2302
617	3715	2296
618	3722	2291
619	3728	2285
620	3734	2279
621	3740	2273
622	3746	2266
623	3752	2260
624	3758	2254
625	3764	2248
626	3770	2242
627	3775	2236
628	3781	2230
629	3787	2224
630	3793	2218
631	3799	2212
632	3804	2206
633	3811	2200
634	3818	2194
635	3825	2189
636	3830	2182
637	3836	2176
638	3842	2170
639	3846	2163
640	3851	2157
641	3857	2150
642	3863	2144
643	3869	2138
644	3874	2132
645	3880	2126
646	3885	2120
647	3890	2113
648	3895	2106
649	3901	2100
650	3907	2094
651	3913	2088
652	3918	2082
653	3922	2075
654	3927	2068
655	3932	2062
656	3937	2055
657	3942	2049
658	3947	2042
659	3953	2036
660	3959	2030
661	3964	2024
662	3970	2018
663	3976	2012
664	3981	2005
665	3987	1999
666	3992	1993
667	3998	1987
668	4004	1981
669	4009	1974
670	4015	1968
671	4021	1962
672	4027	1956
673	4032	1950
674	4037	1944
675	4043	1937
676	4048	1931
677	4054	1925
678	4059	1919
679	4064	1912
680	4069	1906
681	4074	1899
682	4079	1893
683	4084	1887
684	4090	1880
685	4095	1874
686	4100	1868
687	4104	1861
688	4109	1855
689	4114	1848
690	4119	1841
691	4123	1835
692	4128	1829
693	4133	1822
694	4138	1815
695	4142	1809
696	4147	1802
697	4152	1796
698	4158	1790
699	4163	1784
700	4168	1777
701	4172	1771
702	4177	1764
703	4182	1758
704	4187	1752
705	4191	1745
706	4196	1739
707	4201	1732
708	4206	1726
709	4211	1719
710	4216	1713
711	4221	1707
712	4225	1701
713	4232	1695
714	4237	1688
715	4242	1682
716	4248	1676
717	4254	1670
718	4259	1664
719	4264	1658
720	4269	1651
721	4273	1645
722	4278	1639
723	4283	1632
724	4288	1626
725	4293	1620
726	4298	1613
727	4303	1607
728	4309	1601
729	4315	1595
730	4320	1589
731	4327	1584
732	4333	1578
733	4339	1572
734	4344	1566
735	4350	1560
736	4355	1554
737	4360	1548
738	4366	1542
739	4371	1536
740	4377	1529
741	4382	1523
742	4388	1517
743	4394	1512
744	4400	1506
745	4406	1500
746	4412	1494
747	4419	1488
748	4426	1483
749	4432	1477
750	4440	1472
751	4448	1466
752	4454	1461
753	4462	1455
754	4469	1450
755	4477	1445
756	4485	1439
757	4495	1435
758	4502	1429
759	4509	1424
760	4518	1419
761	4527	1413
762	4534	1408
763	4542	1403
764	4550	1397
765	4556	1392
766	4562	1385
767	4568	1379
768	4574	1374
769	4581	1368
770	4587	1362
771	4593	1356
772	4598	1350
773	4604	1344
774	4610	1338
775	4617	1332
776	4623	1326
777	4630	1321
778	4636	1315
779	4641	1309
780	4649	1303
781	4655	1297
782	4661	1292
783	4668	1286
784	4674	1280
785	4680	1274
786	4686	1268
787	4691	1262
788	4697	1256
789	4702	1250
790	4708	1244
791	4714	1238
792	4719	1232
793	4724	1225
794	4730	1219
795	4735	1213
796	4740	1207
797	4745	1201
798	4750	1195
799	4755	1188
800	4760	1182
801	4765	1176
802	4770	1170
803	4775	1164
804	4780	1158
805	4785	1151
806	4790	1145
807	4795	1139
808	4800	1133
809	4805	1127
810	4811	1121
811	4816	1115
812	4821	1108
813	4827	1103
814	4832	1097
815	4838	1090
816	4844	1085
817	4850	1079
818	4856	1073
819	4863	1067
820	4869	1061
821	4875	1055
822	4881	1049
823	4888	1044
824	4894	1038
825	4899	1032
826	4904	1026
827	4909	1019
828	4915	1013
829	4920	1007
830	4925	1001
831	4930	995
832	4936	989
833	4942	983
834	4948	977
835	4954	971
836	4961	966
837	4968	960
838	4975	954
839	4982	949
840	4990	943
841	4998	937
842	5006	932
843	5014	926
844	5022	921
845	5029	915
846	5037	910
847	5046	904
848	5053	898
849	5059	892
850	5067	887
851	5073	881
852	5080	875
853	5086	869
854	5093	863
855	5101	858
856	5110	852
857	5117	847
858	5125	841
859	5133	835
860	5139	829
861	5146	823
862	5152	817
863	5158	812
864	5164	806
865	5170	800
866	5175	793
867	5181	787
868	5186	781
869	5191	775
870	5196	769
871	5201	763
872	5206	757
873	5212	751
874	5218	745
875	5224	739
876	5230	733
877	5235	727
878	5240	721
879	5245	715
880	5251	709
881	5257	703
882	5263	697
883	5269	691
884	5274	685
885	5279	679
886	5285	673
887	5290	667
888	5296	661
889	5300	655
890	5305	649
891	5310	642
892	5315	636
893	5320	630
894	5326	624
895	5332	619
896	5339	613
897	5345	607
898	5352	601
899	5359	595
900	5365	589
901	5372	583
902	5378	577
903	5384	571
904	5391	565
905	5397	559
906	5403	554
907	5410	548
908	5417	542
909	5423	536
910	5430	530
911	5437	524
912	5441	518
913	5447	512
914	5454	506
915	5461	500
916	5468	494
917	5474	488
918	5479	482
919	5486	477
920	5494	471
921	5500	465
922	5507	459
923	5513	453
924	5519	447
925	5526	441
926	5533	435
927	5541	429
928	5547	423
929	5554	418
930	5561	412
931	5569	406
932	5576	400
933	5583	394
934	5590	388
935	5597	382
936	5604	376
937	5612	370
938	5618	365
939	5626	359
940	5633	353
941	5639	347
942	5645	341
943	5652	335
944	5659	329
945	5666	323
946	5671	317
947	5677	311
948	5683	305
949	5691	299
950	5696	293
951	5703	287
952	5709	281
953	5716	275
954	5724	269
955	5731	263
956	5736	257
957	5743	251
958	5749	245
959	5755	239
960	5760	233
961	5765	227
962	5770	221
963	5776	215
964	5780	209
965	5785	203
966	5808	198
967	5813	192
968	5818	186
969	5823	180
970	5828	174
971	5833	168
972	5838	162
973	5843	155
974	5849	149
975	5854	143
976	5859	137
977	5865	131
978	5871	125
979	5877	119
980	5882	113
981	5888	107
982	5893	101
983	5898	95
984	5903	89
985	5908	83
986	5913	77
987	5918	71
988	5923	65
989	5928	59
990	5933	53
991	5938	47
992	5944	41
993	5949	35
994	5954	29
995	5959	23
996	5965	17
997	5970	11
998	5975	5
999	5982	0
