iter	RMSE
320	0.4947781486
321	0.4946548664
322	0.4946019884
323	0.4944920741
324	0.4944388444
325	0.4943506619
326	0.4942013189
327	0.494089515
328	0.4940110716
329	0.4938986584
330	0.4938136419
331	0.4937376403
332	0.4935209191
333	0.4933970792
334	0.493338694
335	0.4932602956
336	0.4931380534
337	0.4930000681
338	0.4929063844
339	0.4928071343
340	0.4927310157
341	0.492642692
342	0.4925320977
343	0.4924520372
344	0.4923663981
345	0.492263146
346	0.4921304496
347	0.4920528468
348	0.4919840067
349	0.4919069091
350	0.4918226825
351	0.4916807711
352	0.4915772283
353	0.4914754801
354	0.4914250055
355	0.4913340594
356	0.4912285367
357	0.4911749828
358	0.4910772253
359	0.4909514781
360	0.4908486746
361	0.4907206268
362	0.4906231797
363	0.4905189469
364	0.4904194905
365	0.4903558072
366	0.4902345143
367	0.4901526881
368	0.4900929799
369	0.4900264779
370	0.4899495252
371	0.4898456627
372	0.4897795937
373	0.4896801464
374	0.4896154513
375	0.4895380052
376	0.4894475095
377	0.4893426926
378	0.4892706634
379	0.4891783286
380	0.4891089786
381	0.4889856926
382	0.4889007141
383	0.4887119931
384	0.4886223464
385	0.488560426
386	0.4884236992
387	0.4883745536
388	0.4883086873
389	0.4882084873
390	0.4881199172
391	0.4880640678
392	0.4879494151
393	0.4878281017
394	0.4877438375
395	0.4876829872
396	0.4875694767
397	0.4874558596
398	0.4873716749
399	0.4872766241
400	0.4871525432
401	0.4870838994
402	0.4869775417
403	0.4869046401
404	0.4867803128
405	0.4867298888
406	0.4866415139
407	0.4865715801
408	0.4864558902
409	0.4863783315
410	0.4862595711
411	0.4861763327
412	0.4861011757
413	0.4860137053
414	0.4859516093
415	0.4858887187
416	0.485783477
417	0.4856875882
418	0.4856245624
419	0.4855549969
420	0.4854728877
421	0.4853769029
422	0.4852938928
423	0.4851843405
424	0.4851247547
425	0.4850384998
426	0.4849686937
427	0.484908509
428	0.4848017223
429	0.4846398156
430	0.4845771605
431	0.484494983
432	0.4843805269
433	0.4842885073
434	0.4842207871
435	0.4841288483
436	0.4840634612
437	0.4839707318
438	0.4839126314
439	0.4838497763
440	0.4837602146
441	0.4836927064
442	0.4835735187
443	0.4834798551
444	0.4834218381
445	0.4832104042
446	0.4831643698
447	0.4831042844
448	0.4830279768
449	0.4829502927
450	0.4828980742
451	0.4827989844
452	0.4827317235
453	0.4826541533
454	0.4825960313
455	0.482548206
456	0.4824907906
457	0.4823568165
458	0.4822762701
459	0.4822101304
460	0.4821532103
461	0.4820787639
462	0.4820346918
463	0.4819210484
464	0.4817825203
465	0.4816996658
466	0.4816450638
467	0.481532652
468	0.4814360245
469	0.4813523106
470	0.4812717418
471	0.4812056576
472	0.4810998251
473	0.4810148413
474	0.4809469017
475	0.4808749181
476	0.4807814717
477	0.4806864661
478	0.48061448
479	0.4805348943
480	0.4804526425
481	0.4803299791
482	0.4802589826
483	0.4801653444
484	0.4801273447
485	0.4800452661
486	0.4799461408
487	0.4798627105
488	0.4797327313
489	0.4796699107
490	0.4796235247
491	0.4795559524
492	0.4794702434
493	0.4793710929
494	0.4793024974
495	0.4792420246
496	0.4791683585
497	0.4790787957
498	0.479016706
499	0.4789587227
500	0.4788964046
501	0.4788378586
502	0.4787603639
503	0.4787078874
504	0.4786327488
505	0.4785756502
506	0.4784519322
507	0.4783389685
508	0.4782515487
509	0.4781583061
510	0.4780461843
511	0.4779949708
512	0.4779470921
513	0.4778801463
514	0.477783731
515	0.4777196104
516	0.4776516968
517	0.4776024445
518	0.4775486382
519	0.4774627261
520	0.4773946326
521	0.477331945
522	0.4772570425
523	0.477177693
524	0.4770549107
525	0.4769863751
526	0.4769431921
527	0.4768741671
528	0.476830608
529	0.4767545893
530	0.4766473841
531	0.4765767909
532	0.4765126091
533	0.4764158866
534	0.4762966207
535	0.4761949377
536	0.4761146428
537	0.4760396688
538	0.475989218
539	0.475933199
540	0.4758861885
541	0.4757073353
542	0.475630941
543	0.4755688858
544	0.4754422737
545	0.475354001
546	0.4752837818
547	0.4752287453
548	0.4751412723
549	0.4750354134
550	0.474905651
551	0.4748568772
552	0.4746876823
553	0.4746208883
554	0.4745450846
555	0.4744583497
556	0.4743988544
557	0.4743334939
558	0.4742709852
559	0.4742114982
560	0.4741480786
561	0.4740627347
562	0.4739948799
563	0.473897535
564	0.4738298364
565	0.4737454351
566	0.4736958329
567	0.4736244108
568	0.4735531993
569	0.4734761149
570	0.4734065722
571	0.4732873189
572	0.4732322185
573	0.4730832443
574	0.4730147086
575	0.4729484022
576	0.4728970822
577	0.4728213051
578	0.4727675767
579	0.4726868381
580	0.472610111
581	0.4725543781
582	0.4725013367
583	0.4724220351
584	0.4723479039
585	0.4722679982
586	0.472216463
587	0.4721386381
588	0.4720761942
589	0.4719924872
590	0.4718835976
591	0.4718088368
592	0.4717634615
593	0.4716845658
594	0.4716231524
595	0.471567045
596	0.4715165393
597	0.4713735906
598	0.4713278802
599	0.4712870065
600	0.4711843428
601	0.4711173864
602	0.4710529925
603	0.4710261746
604	0.4709607206
605	0.4709249623
606	0.4708716022
607	0.4708175268
608	0.4707618574
609	0.4706848995
610	0.4706446631
611	0.4704934046
612	0.470439825
613	0.4703938809
614	0.4703610566
615	0.4703001246
616	0.4702242238
617	0.4701120609
618	0.4700481125
619	0.4700027874
620	0.469928586
621	0.4698293379
622	0.4697834914
623	0.4697365197
624	0.4696355116
625	0.4695556285
626	0.4694720441
627	0.4694050576
628	0.4693208672
629	0.4691946156
630	0.4691463126
631	0.4690305237
632	0.4689564787
633	0.4688945042
634	0.4688260579
635	0.4687443744
636	0.4686747284
637	0.468540017
638	0.4684510285
639	0.4683948226
640	0.4683494525
641	0.4683095459
642	0.4682338739
643	0.4681898531
644	0.4681331845
645	0.468068643
646	0.4680138319
647	0.4679642085
648	0.4678870276
649	0.4678288802
650	0.4677377121
651	0.4676838996
652	0.4676278605
653	0.46758237
654	0.4675363348
655	0.4674655815
656	0.4674035065
657	0.4673337742
658	0.4672779355
659	0.4672195403
660	0.4671345991
661	0.4670565728
662	0.4669940295
663	0.4669380981
664	0.4668982816
665	0.4668585438
666	0.4667956408
667	0.46665978
668	0.4665957967
669	0.4665180525
670	0.4664473372
671	0.4663959063
672	0.4662831577
673	0.4661859014
674	0.4661117342
675	0.4660815242
676	0.4660169759
677	0.4659160342
678	0.4658609911
679	0.4658001031
680	0.4657657483
681	0.4656846025
682	0.4656302936
683	0.4655902395
684	0.4655017346
685	0.4654353921
686	0.4653990737
687	0.465342896
688	0.4652793736
689	0.4652067062
690	0.4651591338
691	0.4650749404
692	0.465023696
693	0.4649697515
694	0.4649389222
695	0.4648505224
696	0.4648048813
697	0.464741169
698	0.4646636267
699	0.4645562915
700	0.4644803194
701	0.4644461983
702	0.4643834498
703	0.4643257357
704	0.4642595078
705	0.4641937867
706	0.4641524581
707	0.4640792379
708	0.4640006721
709	0.4639109364
710	0.4638287734
711	0.4637847328
712	0.4637309302
713	0.4636688088
714	0.4636235131
715	0.4635671613
716	0.463486388
717	0.463438656
718	0.4633830073
719	0.4633421653
720	0.4632762985
721	0.4631951765
722	0.4631411787
723	0.463102697
724	0.4630253883
725	0.4629254643
726	0.4628552579
727	0.4627944045
728	0.4627514638
729	0.4626774618
730	0.4626248375
731	0.4625399651
732	0.4624657922
733	0.4623928458
734	0.462305126
735	0.4622324804
736	0.4621908324
737	0.4621374994
738	0.4620686154
739	0.4620338903
740	0.4619766118
741	0.4618491961
742	0.4617189564
743	0.4616115179
744	0.4615412035
745	0.461480343
746	0.4614037658
747	0.4613496792
748	0.4612485329
749	0.4612102473
750	0.4611243491
751	0.4610379922
752	0.4608948358
753	0.4608022248
754	0.460713316
755	0.4606161926
756	0.4605631811
757	0.460508598
758	0.4604451581
759	0.4603672572
760	0.4603164423
761	0.4602439895
762	0.4601808411
763	0.4601369392
764	0.4600583142
765	0.4600057067
766	0.4599322523
767	0.4598818058
768	0.4598296731
769	0.4597659005
770	0.4596808406
771	0.459615061
772	0.4595657306
773	0.4595334696
774	0.4594927017
775	0.4594498348
776	0.459406221
777	0.459350387
778	0.4593237363
779	0.459260252
780	0.4591970205
781	0.4591344317
782	0.4590769527
783	0.4589441074
784	0.4589114603
785	0.4588513339
786	0.4587784647
787	0.4587211561
788	0.4586529882
789	0.4586102443
790	0.4585209778
791	0.4584259842
792	0.4583735307
793	0.4583296382
794	0.4582495117
795	0.4581762126
796	0.4581362829
797	0.458081956
798	0.4580219617
799	0.4579841901
800	0.457910126
801	0.457856993
802	0.4577980313
803	0.457763818
804	0.457719413
805	0.4576631607
806	0.4576068552
807	0.4575412348
808	0.4574831325
809	0.457418076
810	0.457349464
811	0.4572672363
812	0.4572282051
813	0.457155323
814	0.4571017179
815	0.4570462404
816	0.4569909165
817	0.4569621476
818	0.4569206919
819	0.4568651914
820	0.4568003495
821	0.4567468807
822	0.4566991956
823	0.4566435663
824	0.4565792721
825	0.4565182431
826	0.45646637
827	0.4564126671
828	0.4563570353
829	0.4563030315
830	0.4562461173
831	0.456175307
832	0.4560650173
833	0.4560257105
834	0.4559536362
835	0.4558511263
836	0.455779316
837	0.4557484304
838	0.4557180065
839	0.4556913272
840	0.4556300465
841	0.4555874882
842	0.4555304174
843	0.455474025
844	0.455426191
845	0.4553978138
846	0.4553441292
847	0.4552690029
848	0.4552358708
849	0.4552052991
850	0.4551617251
851	0.45507486
852	0.4550225752
853	0.4549168014
854	0.4548850321
855	0.4547794372
856	0.4547339543
857	0.454661758
858	0.454604623
859	0.4545713124
860	0.4545070034
861	0.4544483873
862	0.4544086162
863	0.4543520974
864	0.4542972406
865	0.4542559577
866	0.4542269501
867	0.4541715207
868	0.4540901151
869	0.4540411752
870	0.4540205046
871	0.4539361209
872	0.4538892259
873	0.453828003
874	0.4537684123
875	0.4537043892
876	0.453652519
877	0.4536123169
878	0.4535559304
879	0.4535025063
880	0.4534534661
881	0.4534073849
882	0.4533580751
883	0.4533101939
884	0.453273308
885	0.4532208293
886	0.4531209722
887	0.4530889468
888	0.4530460594
889	0.4530118993
890	0.452952649
891	0.4528624254
892	0.4528237014
893	0.4527770692
894	0.4527631217
895	0.452727255
896	0.452684904
897	0.4526371681
898	0.4525786414
899	0.452532011
900	0.452486643
901	0.4524140263
902	0.4523625664
903	0.4523215212
904	0.4522609819
905	0.4521706955
906	0.4521231759
907	0.4520779535
908	0.4520128761
909	0.4519783628
910	0.4519425567
911	0.4518851632
912	0.4518836126
913	0.451850385
914	0.4518149343
915	0.4517455573
916	0.4516750749
917	0.451625201
918	0.4515634642
919	0.4515071678
920	0.4514410634
921	0.4513198684
922	0.4512817499
923	0.4511953664
924	0.4511482487
925	0.4510955049
926	0.451035941
927	0.4509796154
928	0.450929521
929	0.4508786027
930	0.450837864
931	0.4507706461
932	0.4507163547
933	0.4506487867
934	0.4505791004
935	0.4505337482
936	0.450493415
937	0.4504135575
938	0.4503799517
939	0.4503248194
940	0.4502551072
941	0.4501829583
942	0.4501414676
943	0.4500817261
944	0.4499958165
945	0.4499242749
946	0.449864879
947	0.4498164788
948	0.4497470816
949	0.4496942772
950	0.4496529237
951	0.4496094302
952	0.4495519154
953	0.4495052468
954	0.4494359272
955	0.4494111223
956	0.4493797504
957	0.4493177299
958	0.4492809357
959	0.4492290274
960	0.4492000609
961	0.4491352812
962	0.449100832
963	0.4490207457
964	0.4489571291
965	0.4489223446
966	0.4488666847
967	0.4488219773
968	0.4487870896
969	0.4487287566
970	0.4486873369
971	0.4486456503
972	0.4486071495
973	0.4485496991
974	0.4484685545
975	0.4484092002
976	0.4483616263
977	0.4483084137
978	0.4481690084
979	0.4481242101
980	0.4480823119
981	0.4480451138
982	0.4480049661
983	0.4479585911
984	0.4479064287
985	0.4478718914
986	0.4477935321
987	0.447739766
988	0.4476733704
989	0.4476163238
990	0.4475557278
991	0.4474982232
992	0.4474480135
993	0.4473957558
994	0.4473546985
995	0.4472959003
996	0.4472336724
997	0.4471847168
998	0.4471197836
999	0.4470604641
